0,1,2,3,4,5,6,7,8,9,10,11,12,label
-301.9784,179.79091,2.612027,27.359835,5.850398,7.042395,-3.39501,2.847227,-3.9925702,1.8103135,-1.5085975,4.2457952,2.7343237,1
-200.05339,69.85083,8.591661,33.021503,20.042387,4.7168803,3.6222389,13.489095,-2.5393822,8.253401,-0.1435514,10.452927,3.3575637,1
-121.08837,166.59396,-88.30777,79.17186,-41.047108,5.558262,1.1862957,-36.72497,21.05242,-10.953957,7.1743865,-2.2571206,-1.8459119,1
-304.28577,83.31232,-68.46536,26.142586,-45.02923,1.1538907,-33.95111,-9.048924,-11.202858,-7.906956,-5.31188,-19.792404,1.8853027,1
-206.7926,45.64557,-122.77128,20.054962,-34.9491,35.43237,-5.0444045,32.705162,-17.700134,3.2588468,-12.586623,7.3087454,-3.971122,1
-487.37772,51.279877,-76.814575,-2.6220558,20.231834,0.5725295,15.94105,7.844726,-0.8865526,-5.506404,-8.108165,11.742316,13.749003,1
-192.42973,104.09884,10.166071,21.287918,0.35158247,1.7275729,-1.0169668,-9.433865,-19.58686,-6.433585,-10.626827,-1.232576,-2.668183,1
-230.12878,80.793816,-49.225826,2.8579464,-19.107174,-6.0345454,-13.641877,5.476266,-11.216639,-5.4871483,-12.880195,-4.8973866,-12.263059,1
-50.900715,50.29906,9.413103,15.518051,-2.0965393,9.194158,-6.5532207,8.405785,-9.721462,7.829544,-4.1511745,9.265292,-1.6809522,1
-51.636944,114.22523,-33.21269,27.476397,-0.13602224,6.824026,1.5156602,8.846253,0.12745652,4.1618943,-0.53334093,2.6034622,-12.434828,1
-294.93143,150.74858,-49.813896,59.544838,-30.027088,15.746415,-2.2026193,-0.91625917,14.3973,-8.050015,10.918748,0.078074306,-0.08381763,1
-124.617096,120.19415,-50.30072,4.1658173,-27.569956,-2.0726779,-19.329788,6.9238033,-15.05301,-2.1055114,-6.811717,-2.9710932,-5.574737,1
-13.497431,109.21705,-84.3947,17.243446,-27.999628,6.811281,-11.435172,3.2858891,-15.6354265,-6.6726713,-21.35294,-7.665091,-15.385549,1
-176.05798,139.21385,-94.45542,49.552032,-44.026722,17.276615,-1.9154087,-12.168057,13.426693,-16.948452,7.91057,-12.44024,0.9198133,1
-28.393322,69.526505,-23.908764,0.9537648,-11.613287,5.566528,-5.353945,11.107111,7.197353,4.272804,-3.6472018,-3.287577,-5.378505,1
-398.22528,111.68293,-51.857437,21.982365,-2.6650162,6.730058,-17.279688,2.4922395,-10.500366,14.70789,-3.6452518,3.337303,-10.886959,1
-34.457073,91.89343,-23.160982,17.565828,-14.808361,11.172848,-16.077278,0.684601,-17.26629,3.703986,-18.20699,3.9973783,-18.127304,1
2.3581042,101.6805,-25.883545,1.6677742,-0.876949,-2.845754,-4.685113,-1.7069235,-2.9777908,5.558678,6.2967567,4.9942174,-5.007615,1
-101.71705,208.90327,-132.86368,8.081967,-0.4573167,-57.858383,5.9940658,-10.277243,-31.735449,7.6572247,-10.428446,-12.8440695,2.6125221,1
-86.60903,86.28728,-43.359676,9.88308,-20.060015,16.577301,-7.7198157,2.2267265,-5.396346,1.6537824,6.412427,5.4309278,-2.8635874,1
-162.46869,49.410435,-103.251755,-26.832174,-43.164333,-16.960955,8.499158,-3.0191917,-21.34752,-18.85032,-11.227565,-6.119706,-5.806104,1
-134.20464,19.559666,-31.25257,2.9638672,16.826454,-19.821377,6.5250645,17.627487,6.1308866,25.785524,-14.02455,15.134649,-5.808546,1
-81.66707,133.81718,-55.296852,-4.8104444,-44.473797,-2.4686744,-12.041087,-20.220137,-18.929522,19.076202,-29.78305,-3.6225412,-7.6962647,1
-188.28363,96.48796,3.2898176,7.9658947,-20.496136,0.004964623,-20.466524,-7.763407,-3.4289327,1.4416386,0.9992845,0.32281992,-8.476278,1
-171.5058,81.37576,-67.24431,-12.805642,-16.093729,0.98189557,-1.4202183,-17.951847,-6.649632,1.621293,-8.467009,3.433569,-1.3522907,1
-281.3512,135.64314,-26.168514,11.697442,14.549925,17.403954,18.293507,4.928104,0.45968723,9.351454,2.1025863,3.9778142,10.062695,1
-259.337,77.345566,-48.196545,12.880931,-11.50935,5.0805006,9.446378,-3.7035344,-13.821997,1.5057111,-8.66943,-10.724377,-4.6917915,1
-149.12184,8.694691,-114.44662,-11.16139,-27.00605,35.80243,16.085892,13.807965,-10.220849,5.073374,-2.271391,15.123419,-1.9800682,1
-179.35533,184.12784,-124.95395,-32.83035,33.86491,-56.379013,-39.426632,6.6543007,-32.013733,-18.321568,10.329652,-20.61777,-19.602854,1
-190.92206,148.27858,-32.390022,-36.612583,-11.871522,-17.37826,-8.289947,-22.27932,-15.633085,13.980773,-28.932034,-9.41892,5.643018,1
-175.3631,16.707632,-47.166878,25.484175,1.3344837,12.865853,-5.5734687,2.8045382,7.980326,11.638472,0.91741246,7.012364,3.2862716,1
-129.48961,142.62689,-106.26714,-21.15804,-8.832437,-28.133963,0.7042659,1.6322247,-17.028748,8.884076,-3.2961276,-10.777302,-0.41927984,1
-426.95776,163.77936,-42.95614,45.204777,-7.1055555,0.8198323,-7.1973424,-6.755956,-10.516632,-3.3598702,-1.0931334,1.6451149,0.69426984,1
-264.911,45.834175,-57.702797,-8.4091,-24.492601,-16.091192,-24.87721,-12.7405815,-12.0800085,-10.534119,-16.65984,-6.7677135,-9.351722,1
48.532383,84.014694,-31.879837,21.09532,-1.1803844,3.35418,7.094813,-3.3955297,-6.1289406,11.970794,-6.9659405,-8.315184,3.894043,1
-272.71683,201.55699,-66.22485,21.694689,4.5553174,-25.238438,13.171951,-21.35345,-7.0446863,11.312841,-15.379107,-0.82033587,-6.859638,1
-4.903052,107.74597,-29.973726,12.234612,-31.283257,9.333404,-16.901712,-6.362502,-7.6365376,-4.7370887,3.5405183,0.04086832,-13.992939,1
-501.1731,87.81512,-12.519228,13.204123,-2.3513472,7.9899282,-0.69875175,0.95996493,-8.604731,8.077072,-4.286881,-3.260151,-1.4757571,1
-33.270885,73.46567,-11.252084,13.961409,-0.030273173,4.4372272,-13.128665,-1.5914079,-9.1586275,4.4264517,-4.181196,7.417239,-6.1978655,1
-35.074547,103.354706,-43.307297,9.544916,-22.366055,6.280163,-3.5430858,-2.289962,-5.5677996,2.6791906,-7.536323,1.9717999,1.4403387,1
-214.79544,234.95514,-70.25248,26.981874,27.633816,-28.958748,19.65561,-3.0601318,-17.258072,13.610819,-8.07226,-4.447035,6.900524,1
-4.5103216,115.638954,-118.11829,16.549585,-40.212826,-13.617644,-19.184824,1.7610035,-18.489864,9.45308,-14.450012,-1.6258641,-11.269302,1
-396.8917,90.171875,-54.81697,42.349438,-3.2795947,17.552734,9.98883,-10.002567,23.246393,-0.6127224,5.676437,-0.9295986,-5.1208587,1
-176.51906,120.888565,-8.309427,30.18634,9.671165,7.447718,-7.5387616,8.831577,-4.167401,2.6240723,-8.929742,6.1651745,1.7987,1
-106.00646,72.842865,-71.97767,-1.0659447,-47.512283,-8.368606,-4.087548,9.204514,-4.899939,-9.582267,-12.545346,-5.404755,-8.772419,1
-276.8964,110.3081,-30.337996,-39.625443,-21.862787,-16.357792,-36.329323,-0.24915059,-18.702042,4.44346,4.0629697,3.5286627,0.96840876,1
-325.52338,64.827736,-61.055164,7.0876718,-27.111195,-6.599691,3.1463013,-1.5659891,5.9873495,-1.2398207,7.2407875,-5.803913,-5.2373695,1
-230.80916,-12.882681,-111.46029,3.7447052,-12.599711,27.000576,2.5155244,-3.967429,-15.68242,7.735616,-3.810259,3.5768867,-1.6536613,1
-117.56309,120.413574,-41.208256,0.28824714,-18.139048,-14.552839,-15.342472,-11.043031,-7.242715,3.0953918,-6.9901886,-1.4494362,-11.923203,1
-167.23808,45.449287,-35.06414,-0.107658036,-35.349464,14.935935,-14.932519,-1.6045076,-17.722044,4.8228946,-10.22081,-4.57088,-7.5492873,1
-161.5174,77.809166,-81.249466,9.070654,-44.732265,-2.5737817,16.043633,-16.793026,2.8347461,0.6000169,7.894939,12.750318,5.9825215,1
-262.01346,190.48395,-64.80512,13.354486,5.756055,-36.14987,3.0607958,-0.82595944,-5.711205,2.5880535,-4.52536,-9.086843,-11.612689,1
-149.57455,82.114876,-35.717743,15.044172,-10.809485,12.486756,-2.103696,0.930651,-9.365257,4.3778405,1.3237845,0.35903722,-4.2084594,1
-447.52145,61.882,-8.57951,-15.376079,-23.04326,-5.7633924,-23.643593,-2.8085573,-15.185235,-12.841132,-7.9511023,-8.861773,-10.333157,1
-1131.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-14.641422,98.408806,-39.418854,45.0301,-22.44494,15.922664,0.9967885,13.060769,4.811606,4.1735606,-3.7231739,5.344135,2.6913679,1
-317.1007,89.11355,-28.955915,3.1584501,-1.8466111,-6.2811956,-13.397587,5.240677,-15.296582,-3.5778577,-13.757065,-7.735547,-9.296104,1
-88.686386,209.31332,-72.94352,23.72023,-29.696844,-10.890387,8.234165,-16.888086,13.982561,-5.5071716,6.7336583,3.8874195,-10.525862,1
-150.89519,66.23476,-25.013062,19.113834,-13.109991,12.931503,-9.624845,3.3990552,-10.532215,12.041423,-5.0717177,5.770537,-5.931437,1
-135.07565,74.47885,-20.049967,-5.580767,-5.375155,6.476354,-2.8332002,0.8293232,-7.162052,-0.82369876,-1.5687786,-0.19254339,-2.6420748,1
-228.3286,54.247025,-39.491783,50.215466,10.349891,-36.77767,-7.5434513,6.253746,-5.05665,-9.120365,-7.5047336,-6.4946012,-15.452672,1
-141.36597,29.32461,-7.4496074,11.684651,-22.37805,0.32560796,-9.582925,7.856512,-11.498582,2.767397,-10.050752,-2.0391893,3.9574473,1
-172.23128,74.85545,-21.608795,10.770343,-1.8567998,-7.289037,-23.919771,-9.038488,-9.241263,2.403294,-10.398586,-1.7353851,-10.672611,1
-232.43889,95.92483,-107.46626,32.346703,-37.23784,-19.50787,20.416769,-30.89028,8.578115,1.3408449,-14.837371,-8.126919,-14.710967,1
-25.254076,46.111652,-15.964115,10.755679,-6.910594,8.632844,-5.1423893,4.349298,-3.0686417,8.4012985,-4.1011667,3.928384,-3.5698514,1
-285.41135,141.47018,-88.49832,-2.6109655,-9.248053,-34.624393,4.2540283,-18.875555,-12.813878,2.785571,-17.81236,-3.6298506,-4.013919,1
-263.6132,120.24015,-117.0768,3.2373295,-52.51642,-15.974568,-11.689157,-0.85410213,2.8140724,-5.294765,-5.550234,-11.005762,4.257585,1
-507.22174,67.59961,4.74774,10.6908865,-11.420313,-5.722447,0.7215502,-12.686696,-3.8906116,-5.521371,-1.7789236,-1.4837314,-4.588996,1
-117.777405,147.56058,-19.328918,34.151924,-1.8906233,-2.7077737,-7.333847,2.373456,-3.6519792,-9.137488,-21.120544,-6.2757373,-10.110849,1
141.47467,81.10428,-48.033566,20.222273,-38.83717,17.181911,-23.267012,10.421974,-8.905184,6.9021444,1.0752615,-1.4680241,-0.7267229,1
-273.21695,142.80608,-12.036747,37.362,-6.9207635,9.738272,1.0372336,6.1844497,-2.942666,1.5906112,5.4877486,-8.295558,1.4135319,1
-52.350975,130.63155,-28.38762,24.258507,-12.026181,27.497854,4.992826,17.041399,7.868657,14.336081,10.261957,3.4135995,2.7981927,1
-87.54196,62.83815,-3.1628063,14.4199505,-47.945446,-18.627434,-50.715,1.3819096,-27.904177,-8.903445,-19.265482,-11.805951,-24.129421,1
-122.894,115.73334,4.655836,8.78223,3.2656684,-7.4426336,-6.716597,-0.02359895,-10.555552,6.043891,-8.883098,3.3773172,-16.336153,1
-266.44586,27.470945,-21.320818,1.7775309,-8.741899,-2.4920819,-8.362196,-2.7688723,-8.825208,-7.3143106,-12.790632,-9.542018,-15.488207,1
-278.20013,126.23811,-46.91707,29.580795,-6.089592,-21.180948,22.710464,-12.016639,-8.130057,10.04337,-9.168265,-1.4683552,1.6690089,1
-41.873863,151.6081,-54.344982,2.2588181,-26.566002,0.28211242,-8.479843,7.974382,-2.8026865,4.195494,4.453653,7.789146,-12.714209,1
-287.1738,72.581985,-15.049204,17.123432,-13.960965,-0.95241475,-13.37611,-2.5959089,-6.17893,1.3163975,-13.387096,-5.18987,-10.746381,1
18.822247,79.24423,-28.354593,9.465356,-12.885903,-3.894676,-14.171279,-1.846866,-9.256563,0.34263176,-9.328891,-1.2934443,-16.441229,1
-457.94406,118.10837,-83.4224,-17.703878,7.6268396,-40.681175,-12.382493,-4.6332884,-23.430653,-0.17962594,5.712566,-3.8454008,3.0941803,1
-24.47065,64.796486,-26.875692,31.52891,0.9255619,16.307499,4.3744674,16.381193,3.5945296,15.811535,10.94341,7.777744,6.6391807,1
-264.53894,144.69151,-33.599403,39.05442,-1.2722487,12.642289,7.327664,-5.1552453,14.565214,-2.796898,11.55549,6.271874,4.444723,1
-102.23712,132.83066,4.077629,24.138071,11.811087,9.68831,4.296633,12.294574,6.843297,13.567258,5.0277953,11.001139,4.3542747,1
-117.95409,89.85303,-35.47102,4.0840516,-29.686255,4.335607,-7.5906425,10.481479,-20.026176,1.7488817,-4.826298,-3.875091,0.2182284,1
-195.30109,89.40067,-61.151237,43.222805,-26.567896,-3.8777819,-17.13028,-5.3039393,-5.3837357,-10.911553,-9.70539,-11.809181,1.06185,1
-52.11669,212.67015,-111.9293,52.1004,-22.99812,-33.104477,29.796007,-20.71436,12.122805,2.0724125,-8.766402,19.299835,-13.587738,1
-249.64342,77.96352,-27.413254,-5.4092193,-20.7962,16.164133,-18.914862,-6.1058197,-10.312017,-6.591185,-12.05062,-1.4731511,-8.302803,1
-37.94529,71.11822,2.1127913,24.10427,-1.5256938,11.123287,7.848461,6.0297456,-2.8082047,4.546469,-0.25729015,10.725942,-7.9623337,1
-1131.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-264.99487,56.775158,-1.5441695,-2.9691105,6.186597,-8.20615,-26.685526,-4.290609,-10.095959,-12.75383,-2.7666743,-8.739109,-3.5342786,1
-193.99243,83.98654,-39.80464,14.037051,-6.388163,9.67687,-3.0611677,2.6419027,-3.5655158,3.2661777,-7.751174,7.7017837,-0.24934575,1
-43.447746,42.752125,-85.355286,-21.68277,-45.75058,0.016845057,-22.109133,13.998607,-3.4398634,-2.7537348,-24.681784,-3.6352282,-18.127832,1
-163.74768,82.36415,-26.425858,-21.447502,-41.009796,-11.308376,-14.236169,1.627622,-21.843727,3.9533615,-2.7831032,7.350477,-13.10295,1
-374.264,95.5535,-8.600989,33.980015,5.047496,23.511524,-0.15681364,16.322678,0.1982318,11.279954,3.0824542,7.876128,0.9184065,1
-112.83562,95.579796,8.670444,26.232035,9.291777,5.8254104,-0.03334474,14.929581,-7.2041736,-6.815329,-3.3985088,2.849652,2.4623628,1
-285.79272,156.45071,-70.42513,33.799774,-10.927623,-29.794306,0.8530149,-22.865393,3.8308117,-2.7357118,-5.3326974,13.331227,-8.550912,1
-168.46043,184.74658,-83.58266,33.362934,-17.925575,-11.879274,18.928509,-7.306116,14.926679,-7.2448487,-4.3419957,1.6400232,-10.46651,1
-93.96656,61.704166,-46.141647,5.3971963,-12.965775,-3.3788714,-10.625432,13.231166,-14.568481,-19.1174,-4.8799253,11.949926,-7.9753194,1
-410.8875,49.930817,-24.39064,8.597213,2.406745,5.7746344,-15.971156,1.261842,-2.6745315,0.2536573,-0.7862855,0.81607956,-5.2168803,1
-60.824097,114.14506,0.83120775,-4.676287,2.4613597,-23.119343,-6.5315456,3.611181,1.5416611,-9.182147,-10.780915,-5.039358,-3.5957267,1
-214.36742,27.371485,-62.95716,-75.86412,-36.218185,12.94086,-20.791573,-25.88285,-37.91186,-4.0958257,-18.141611,38.921795,6.6351666,1
-108.6026,117.8847,-14.168174,27.035524,8.526952,24.604492,-1.8338301,12.8358,2.6172175,10.338434,5.6592803,9.139226,-1.7492502,1
-293.77985,183.4305,-26.240858,-32.48904,23.234053,-3.6335006,-21.403181,1.7114356,-2.7986586,-10.251258,11.733996,15.432653,-0.72324246,1
-346.61478,20.130936,-4.382642,8.665905,-7.173537,7.424011,-4.354209,-5.664637,-13.620243,-1.5960631,-7.804674,1.597012,-0.4429316,1
-44.085884,65.147705,-46.661995,-6.2276278,-23.41813,11.580929,-11.038774,20.544733,-8.291315,16.649492,-16.813194,8.864794,-15.39252,1
21.504675,62.01023,-55.5392,42.475517,-33.977158,16.48352,-17.945187,11.271755,-2.3860881,-1.9830751,-4.8228917,3.1979547,2.7162552,1
-182.00114,67.31894,-41.59068,8.235746,-18.913385,16.208612,-30.969292,-0.685273,-17.026543,12.64565,-11.76455,-8.975298,4.142956,1
-243.66415,65.72109,-44.42194,30.642885,-30.097807,4.703843,-26.556114,3.6843624,-9.295633,3.0544467,-12.1116495,0.62705666,-7.693303,1
-219.20944,98.564964,-29.93664,14.288888,-4.0388575,-8.567914,-9.119565,-8.588618,-15.375827,-4.3048105,-16.939295,-4.1837296,-10.453325,1
-7.3622165,84.95121,-92.55338,21.750015,-44.396484,-16.894293,-27.2053,-3.3078182,-13.116341,-14.136946,-30.486189,-4.342493,-5.113286,1
-281.77002,123.97025,-32.200336,21.132387,18.074322,-11.821176,3.1558053,-20.099287,-4.640784,-2.4940753,-7.7706475,-1.7976958,-0.17873928,1
-308.02567,135.06526,-108.57623,26.726757,-4.6516495,-44.957413,3.5013955,-8.004696,-16.709423,-4.4820085,-10.61425,-8.563893,0.33245403,1
-337.93835,56.195435,-69.75158,-22.826818,-20.619398,-11.877167,6.07996,3.5353718,-5.7674713,2.4628596,2.590918,3.6770113,0.8231065,1
8.973578,79.99107,-53.58407,-8.622048,-34.05736,-16.834286,-16.017033,-9.711738,-8.529165,-10.58562,-7.728164,-7.857889,-7.2540293,1
-386.98337,60.172394,1.2237935,8.839582,-10.898234,-5.7247357,3.8341393,-7.9130297,-6.0883074,5.5982547,4.6822443,-2.163206,2.983272,1
-31.099075,25.4426,-60.768208,33.749428,4.5969706,8.922395,-14.703696,-5.040319,0.0062899077,-3.5846603,-9.535239,1.4066358,2.2984977,1
-84.96221,81.32802,-20.498644,7.7095194,-9.367979,-1.5089146,-7.2703867,-2.28512,-2.4808693,1.8473036,-11.152568,-2.8077874,-6.2462316,1
-92.291405,90.62904,-34.895943,10.11298,-7.8748264,8.06145,-7.538834,-2.0471087,-8.304762,-1.3667445,-8.760827,1.1845827,2.0704691,1
-590.5208,51.256638,-9.000533,18.733465,10.6964655,11.617723,-12.727094,0.21102488,-1.8349625,-1.5754738,-9.134892,-4.9273076,-8.494812,1
104.83367,45.034584,-43.331932,5.542677,-10.618415,13.685082,-10.130589,8.6011,-11.542475,-0.72574514,-8.598988,13.367905,1.9408739,1
-507.097,149.80959,42.61793,14.8424015,28.945423,39.009083,23.69718,-0.9565902,-4.5821066,9.510661,15.04964,11.854696,3.1482277,1
-213.0282,66.95371,-51.959373,-11.258961,-40.191353,4.9496956,-13.002454,1.4212413,-8.80536,1.4379454,-13.360438,5.39172,-1.48307,1
-140.53455,134.23167,-80.666145,-6.4718475,-6.876151,-24.032057,17.657366,1.3846538,-18.741833,8.823767,-2.2040744,-4.9495926,-0.34835216,1
-226.90967,-30.331572,-65.55266,18.034353,-16.272547,13.200536,-13.770686,5.935685,-5.002525,-5.159483,-28.129131,0.85522354,9.722593,1
-166.90831,109.62696,-21.167944,36.49118,-3.5865407,-0.28266835,-21.136993,-8.8859625,-13.691737,-1.7682934,-0.8014421,-5.765159,-0.33492643,1
-229.1424,103.518814,-133.19853,-1.3634884,-34.766956,21.660843,-26.636633,-0.964338,-10.477413,-13.858239,-3.18702,-17.953613,20.20081,1
-105.51163,114.83826,-17.876766,29.041946,-18.567974,20.18251,-6.858203,0.3819055,-0.034992747,0.8491061,-0.0785999,1.7301561,0.7511515,1
-62.460217,99.25314,-43.530807,-15.37907,-8.201046,-7.801437,-25.707336,-2.7796624,-33.54475,-7.1964893,-9.838683,-4.488869,-3.187065,1
-302.2869,86.941,-1.3522441,28.256374,-7.662421,8.765923,-8.333463,-8.197753,-5.236758,6.494521,-11.056827,-5.143713,-5.2683387,1
-157.94911,29.402231,-117.0383,-25.316057,-6.846528,9.375214,11.463625,7.162354,13.567105,5.126675,-16.72246,-10.301273,14.482467,1
-23.599548,109.06225,-18.879505,11.433452,-11.449608,6.473467,-16.50065,-0.079300985,-12.612041,-7.822123,-10.607362,-3.2399297,-10.0983,1
-163.01807,59.545834,-58.52922,35.624325,-10.324936,18.858356,-33.940224,-9.912454,-7.3154798,-5.2529287,-8.478332,-17.56975,-16.352905,1
-175.3397,72.499084,-33.19399,4.2552996,-21.538267,-12.895228,-9.205764,1.8661085,-19.123543,-1.236153,-6.2517276,6.380631,0.5385104,1
-203.1182,126.23526,-17.297415,18.256365,18.02249,8.911063,-6.153133,18.48302,2.633626,-4.606226,6.6270266,19.305992,-2.4954622,1
-109.28811,117.25102,-110.709526,-17.318314,-30.942465,1.9298482,2.8506522,12.42886,-0.83940053,2.9458475,-12.952592,11.982281,4.893977,1
-451.04773,98.34792,-72.57991,18.34078,-24.47476,18.94419,-7.149015,5.9253044,-13.163016,6.0889997,-8.033951,-5.9160285,1.6297961,1
-319.03323,54.730026,-33.372498,10.403557,-15.683264,-1.3577669,-13.95886,-0.5524115,-8.088138,-8.647124,-5.668905,-6.464053,-3.7925613,1
-88.54894,113.34355,-61.12805,13.504499,-31.50694,0.9581442,-16.052088,-6.844752,-12.744885,8.650144,-15.533324,-3.213512,-16.298944,1
-97.8275,130.10175,-65.81874,-21.260183,-28.875517,-18.464836,-21.168217,-7.0490623,-17.61137,-0.56345767,-8.1564455,-3.922023,-10.9092655,1
-236.36745,95.4428,-63.764393,73.58015,-20.650236,-4.4171724,18.708519,-26.342028,15.352058,5.871713,-6.0097203,-0.13400221,-3.0921712,1
-85.94069,50.709137,39.652664,24.880604,20.038153,26.244125,10.249365,16.744974,1.3549185,19.17982,-3.5428357,13.14112,-4.8357387,1
